No.; Tex;Result
1137; "امولهم للدعم المحتل ومحاربه اليمن قاطعوها #قاطعوا_المنتوجات_السعوديه;False
1138; "RT @wNEkqSF330BOd2g: #قاطعوا_المنتوجات_السعوديه ههههههههههه وداعتكم ماطول صدريين اطلقو هذا الهاشتاك راح تنتعش البضاعه السعوديه;IDK
1139; #قاطعوا_المنتوجات_السعوديه وكذلك معها المنتجات التركية والايرانية ;N
1140; "#قاطعوا_المنتوجات_السعوديه كل المنتجات التي تنافس المنتج المحلي يجب أن تقاطع;N
1141; "#قاطعوا_المنتوجات_السعوديه اكثر منتجات بعيت وكثرت ايراداتها هي المنتوجات السعودية  في فترة تشجيع المنتج الوطني أثناء انطلاق التظاهرات  كان فقط المنتوجات الإيرانية هي المقصودة في المقاطعة  انا كنت اشتري فقط المنتوج الإيراني يعني  بكيفي ها ولا زلت اشتريها  ;IDK
1142; "RT @kadamkadam801: سأخلد الى النوم  اترك لي رسالة أقراها صباحاً   .ت ع خ . . . . . .  .. . . . . . . . . . . . . . .  . .  .. . . . . . .…;IDK
1143; RT @k_ahl: خاف نحجي وتكولون من جماعة الحظن العربي چا هيه السعوديه اذا بيها اثنين تكولون  #قاطعوا_المنتوجات_السعوديه ايران بيها شكد مصابين;IDK
1144; RT @omar__73: السعودية بلد اقتصادي نفطي صناعي متطور ميأثر عليها تحچيلي على كورونا بيكم خير سدو الحدود وي سرطان المنطقة الي صدرتلنا المرض وا;IDK
1145; "RT @kerraralasadi: #قاطعوا_المنتوجات_السعوديه كل المنتجات التي تنافس المنتج المحلي يجب أن تقاطع;IDK
1146; "RT @kadamkadam801: ابو مقتدى هيج ما ينكدرله انوب رئيس وزراء الله وكيلك يكوم يلطخ راس برأس   #استقاله_الحلبوسي_مطلب_الثوار  #قاطعوا_المنتو…;IDK
1147; "RT @lbrhshd_Su35: #الحشداوي .. منتج وطني يا أبيض القلب لا تحزن إذا زعموا  ان البياض بهذا العصر تغفيلُ  دع السواد الذي يغشى ضمائرهم   وعش نق…;IDK
1148; "RT @pppoooalbady: معا لعراق بدون فيروس كورونا #قاطعوا_المنتوجات_السعوديه;IDK
1149; ماتصير چاره بعد لهذا البلد وانتوا الي بل خارج لو الي خاتلين بل بيت وتغردون ممكن تنچبون شويه وتجون تشوفون الواقع لو يجي الحمزه مينطونه اذا مو سلاح وحرب وننطي بعد دم  عل شفته اليوم وشكرا وشتحجون احجوا اني موخوش ادمي لان داحجي واقع #قاطعوا_المنتوجات_السعودي;False
1150; RT @Alshiraziy12: اذا هو بوت شعنده نازل بلمطار ورطله  تيم كامل #قاطعوا_المنتوجات_السعودي;IDK
1151; "RT @l5TuSlD2RSMA43t: قاطعوها لانها تذهب للإرهاب  #قاطعوا_المنتوجات_السعوديه;IDK
1152; "RT @l5TuSlD2RSMA43t: قاطعوها لانها تذهب للإرهاب  #قاطعوا_المنتوجات_السعوديه;N
1153; "RT @l5TuSlD2RSMA43t: امولهم للدعم المحتل ومحاربه اليمن قاطعوها #قاطعوا_المنتوجات_السعوديه;N
1154; "#قاطعوا_المنتوجات_السعوديه اكرمتكم السعوديه حين ارسلت لكم منتجاتها الطيبه يا حثالة الارض;False
1155; "RT @isra_mehsen: #قاطعوا_المنتوجات_السعوديه اكثر منتجات بعيت وكثرت ايراداتها هي المنتوجات السعودية  في فترة تشجيع المنتج الوطني أثناء انطلا…;IDK
1156; RT @omar__73: السعودية بلد اقتصادي نفطي صناعي متطور ميأثر عليها تحچيلي على كورونا بيكم خير سدو الحدود وي سرطان المنطقة الي صدرتلنا المرض وا;False
1157; RT @alialiraqee1: يمكن هوايه بيكم ميدري ان دعم العمليات الارهابية سابقآ كان يتم عن طريق البضائع السعودية.يتم ارسال البضاعة بشكل اصولي للعرا;N
1158; "RT @AljafariaWafaa: #قاطعوا_المنتوجات_السعوديه وخصوص منتجات الالبان المراعي لان العمال الصينين هم اكثر العمال في السعودية واكيد انهم يحملون…;IDK
1159; "شنو السالفه هاشتاك جديد كلبتوا ع سعودي!! #قاطعوا_المنتوجات_السعوديه;IDK
1160; RT @ir_ir3: لسلامتكم وسلامة عائلتكم #قاطعوا_المنتوجات_السعوديه السعودين حاليا https://t.co/WmqjipLbW;IDK
1161; "RT @maralsaad72: الله اكبر على قناةًالشرقية يعني حتى السعوديه   اول حالة كورونا هم من ايران #قاطعوا_المنتوجات_السعوديه https://t.co/t6wpXLj…;IDK
1162; شكد احب هذا الانسان ياخي وجهة نور الاسلام كله فيه  #قاطعوا_المنتوجات_السعوديه https://t.co/pNLAgWIOO;True
1163; RT @k_ahl: خاف نحجي وتكولون من جماعة الحظن العربي چا هيه السعوديه اذا بيها اثنين تكولون  #قاطعوا_المنتوجات_السعوديه ايران بيها شكد مصابين;IDK
1164; ادعم منتوجك الوطني البان ابو غريب واجبان ابو غريب المشكله وين الأسواق مجاي تتسوق منها ولا الشركه عدهم تسويق لبضاعتها ولا إعلان لمنتجاتها بس سياره وحده توكف بالعامريه يم كلية الزراعه لازم اصرف ١٠ آلاف حتى اجيب كلاص جبن لو بطل حليب #قاطعوا_المنتوجات_السعودي;IDK
1165; RT @ahmed_asede: استشعر روح ذلك الطفل الذي علقتموه في الوثبة تحلق فوق تلك الأماكن تبحث عن قاتليه ولسان حاله يقول بئسا لكم من أمة قتلتموني و;N
1166; RT @_iraq_90: حكام آل سلول تاريخهم حافل بالخيانه والغدر  لطالما كانوا مصدرا للارهاب والمؤامرات  يقتلون اطفال #اليمن بدم بارد يحاصرون شعبا ط;False
1167; "RT @Batool_0_0: أكاد أجزم إن الكرامة ليست ملكة فأنت ترفض مقاطعة منتجات دولة راعية للإرهاب بجدارة فقط لأنهم(عرب) دع عروبتك تنفعك حين يتم تفج…;IDK
1168; "RT @kadamkadam801: ابو مقتدى هيج ما ينكدرله انوب رئيس وزراء الله وكيلك يكوم يلطخ راس برأس   #استقاله_الحلبوسي_مطلب_الثوار  #قاطعوا_المنتو…;IDK
1169; "RT @MVzb3yJIcNWyapj: عراقي اشتغل تكسي بالسويد صعدوا وياه عراقيين سألو مو صعبة تسوق والاستيرن يمنه .. كال لا والله ع سياقة ماكو مشكلة تعودت…;IDK
1170; قاطعو منتوجات عبيد امريكا و اسرائيل #قاطعوا_المنتوجات_السعودي;False
1171; RT @zulfiqar_kataib: شكد احب هذا الانسان ياخي وجهة نور الاسلام كله فيه  #قاطعوا_المنتوجات_السعوديه https://t.co/pNLAgWIOO;IDK
1172; "RT @l5TuSlD2RSMA43t: قاطعوها لانها تذهب للإرهاب  #قاطعوا_المنتوجات_السعوديه;IDK
1173; "RT @isra_mehsen: #قاطعوا_المنتوجات_السعوديه اكثر منتجات بعيت وكثرت ايراداتها هي المنتوجات السعودية  في فترة تشجيع المنتج الوطني أثناء انطلا…;IDK
1174; شرائك بضاعة سعودية معناها مشاركة فعلية بشراء السعودية لاسلحة يقتل بها اطفال اليمن او تمويل لداعش  بكل ماتعنيه الكلمة تصير مشارك بالقتل الله يبعد عنكم هذا البلاء ويجنبكم هذه الورطة امام الله  #قاطعوا_المنتوجات_السعودي;IDK
1175; RT @omar__73: السعودية بلد اقتصادي نفطي صناعي متطور ميأثر عليها تحچيلي على كورونا بيكم خير سدو الحدود وي سرطان المنطقة الي صدرتلنا المرض وا;IDK
1176; RT @alialiraqee1: يمكن هوايه بيكم ميدري ان دعم العمليات الارهابية سابقآ كان يتم عن طريق البضائع السعودية.يتم ارسال البضاعة بشكل اصولي للعرا;N
1177; "RT @pppoooalbady: وكفوء على هل الوجبه الدسمه #قاطعوا_المنتوجات_السعوديه https://t.co/tIrZIfXzyx;IDK
1178; قاطعوا منتوجات عبيدة  امريكا و اسرائيل #قاطعوا_المنتوجات_السعودي;IDK
1179; "RT @haidar_ameery: #استقاله_الحلبوسي_مطلب_الثوار  #قاطعوا_المنتوجات_السعوديه #للصدر_الواقع_والمواقع #عراقيون_والزعيم_الصدر_يمثلنا . . أفضل…;IDK
1180; RT @alialiraqee1: يمكن هوايه بيكم ميدري ان دعم العمليات الارهابية سابقآ كان يتم عن طريق البضائع السعودية.يتم ارسال البضاعة بشكل اصولي للعرا;N
1181; "RT @Hassann10379597: لا تموتون  #قاطعوا_المنتوجات_السعوديه;IDK
1182; "RT @Hassann10379597: كل العماله بالسعوديه مصابين بالكورونا احذروا  #قاطعوا_المنتوجات_السعوديه;IDK
1183; "RT @Hassann10379597: الله اليستر #قاطعوا_المنتوجات_السعوديه;IDK
1184; "RT @pppoooalbady: #قاطعوا_المنتوجات_السعوديه حفاظا على صحة وأمان وطنك وأهله;IDK
1185; "RT @Hassann10379597: هذا موت ما بيه تساهل  #قاطعوا_المنتوجات_السعوديه;IDK
1186; "RT @Hassann10379597: الحذر غلب القدر  #قاطعوا_المنتوجات_السعوديه;True
1187; "اتَّخَذُوا أَحْبَارَهُمْ وَرُهْبَانَهُمْ أَرْبَابًا مِّن دُونِ اللَّهِ وَالْمَسِيحَ ابْنَ مَرْيَمَ وَمَا أُمِرُوا إِلَّا لِيَعْبُدُوا إِلَٰهًا وَاحِدًا ۖ لَّا إِلَٰهَ إِلَّا هُوَ ۚ سُبْحَانَهُ عَمَّا يُشْرِكُونَ (31) #قاطعوا_المنتوجات_السعوديه  #استقاله_الحلبوسي_مطلب_الثوار https://t.co/MUFsKR4167;IDK
1188; RT @omar__73: السعودية بلد اقتصادي نفطي صناعي متطور ميأثر عليها تحچيلي على كورونا بيكم خير سدو الحدود وي سرطان المنطقة الي صدرتلنا المرض وا;False
1189; RT @Dr_Magid1987: أيتام قاسم سليماني يطلقون هذا الهاشتاك #قاطعوا_المنتوجات_السعوديه في حين الجميع يعلم ان بؤرة كورونا في #ايران وكان الاجدر;IDK
1190; RT @ir_ir3: لسلامتكم وسلامة عائلتكم #قاطعوا_المنتوجات_السعوديه السعودين حاليا https://t.co/WmqjipLbW;IDK
1191; #قاطعوا_المنتوجات_السعوديه #قاطعوا_المنتوجات_الايرانية الاثنين هم خراب العال;IDK
1192; "ابو ستره لازم يستقيل   #استقاله_الحلبوسي_مطلب_الثوار  #قاطعوا_المنتوجات_السعوديه #للصدر_الواقع_والمواقع #عراقيون_والزعيم_الصدر_يمثلنا .#جرة_اذن   .;IDK
